date,key_mlbam,name,rank,predicted_probability,metric,probability,Matchup_Hit_Probability,Model_Hit_Probability,actual_hit,at_bats,model_version,strategy
2026-04-06,695734,Daylen Lile,3,0.6160107409582949,Game_Hit_Probability,0.6030355700057828,0.7820523425154686,,1,5.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-06,669394,Jake Burger,4,0.6454225056641774,Game_Hit_Probability,0.6126127683003538,0.6520999268216177,,1,4.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-06,607043,Brandon Nimmo,5,0.6160107409582949,Game_Hit_Probability,0.6282746809534918,0.6572114826117992,,0,4.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-06,677800,Wilyer Abreu,1,0.6454225056641774,Game_Hit_Probability,0.674832466392238,0.8222949372029503,,1,5.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-06,671277,Luis García,2,0.6160107409582949,Game_Hit_Probability,0.6226474848581115,0.8016860900563022,,0,3.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-06,682928,CJ Abrams,3,0.6346777331085462,Game_Hit_Probability,0.5881483986740208,0.7856565553881001,,1,5.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-06,695734,Daylen Lile,4,0.6160107409582949,Game_Hit_Probability,0.6030355700057828,0.7820523425154686,,1,5.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-06,669364,Xavier Edwards,5,0.6748342703700597,Game_Hit_Probability,0.6771659664802049,0.7441449981412862,,0,3.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-06,677800,Wilyer Abreu,1,0.6454225056641774,Game_Hit_Probability,0.674832466392238,0.8222949372029503,,1,5.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-06,669364,Xavier Edwards,2,0.6748342703700597,Game_Hit_Probability,0.6771659664802049,0.7441449981412862,,0,3.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-06,671277,Luis García,3,0.6160107409582949,Game_Hit_Probability,0.6226474848581115,0.8016860900563022,,0,3.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-06,682928,CJ Abrams,4,0.6346777331085462,Game_Hit_Probability,0.5881483986740208,0.7856565553881001,,1,5.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-06,695734,Daylen Lile,5,0.6160107409582949,Game_Hit_Probability,0.6030355700057828,0.7820523425154686,,1,5.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-06,677800,Wilyer Abreu,1,0.6454225056641774,Game_Hit_Probability,0.674832466392238,0.8222949372029503,,1,5.0,backtest-c1-pa15,c1_pa15
2026-04-06,669364,Xavier Edwards,2,0.6748342703700597,Game_Hit_Probability,0.6771659664802049,0.7441449981412862,,0,3.0,backtest-c1-pa15,c1_pa15
2026-04-06,671277,Luis García,3,0.6160107409582949,Game_Hit_Probability,0.6226474848581115,0.8016860900563022,,0,3.0,backtest-c1-pa15,c1_pa15
2026-04-06,690993,Colt Keith,4,0.6346777331085462,Game_Hit_Probability,0.6696788273380411,0.7098506850504814,,1,4.0,backtest-c1-pa15,c1_pa15
2026-04-06,682928,CJ Abrams,5,0.6346777331085462,Game_Hit_Probability,0.5881483986740208,0.7856565553881001,,1,5.0,backtest-c1-pa15,c1_pa15
2026-04-07,681624,Andy Pages,1,0.6237013236667216,Game_Hit_Probability,0.7009898362231787,0.8679296194390129,,1,4.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-07,650490,Yandy Díaz,2,0.6525458614818477,Game_Hit_Probability,0.6545506212705008,0.8736837706456497,,0,4.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-07,802415,Chandler Simpson,3,0.6525458614818477,Game_Hit_Probability,0.6516707405406523,0.871880926543803,,1,4.0,backtest-c2a-no-lineup,c2a_no_lineup
