key_mlbam,name_first,name_last,team,at_bats,Throws,PAVE,PAVE_PLUS,Power_A_PLUS,Expected_Hits,Expected_Bases,Expected_HRs,Fastball_Rate,Breaking_Rate,Offspeed_Rate
650960,Daniel,Duarte,NYM,100,R,0.1730398793932815,0.7272603189103594,0.7627041503409765,3.572547195622435,5.914990424076608,0.6519343365253077,0.6375000030821495,0.2649140088883885,0.09758598802946207
669062,Erik,Miller,BOS,192,L,0.1730267615176152,0.7272051864722534,0.6622158881878291,3.3780250000000005,5.135675,0.511725,0.5466908790460444,0.4388964178178482,0.014412703136107392
676534,Calvin,Faucher,MIA,255,R,0.17298904395461068,0.7270466652862969,0.5502426131985074,3.425040715739848,4.267289992499733,0.06735776277724204,0.586000306687539,0.4139996933124611,0.0
666200,Jesús,Luzardo,PHI,720,L,0.17289601132756188,0.7266556632915325,0.6913060747482622,3.491277777777778,5.3612777777777785,0.3868333333333333,0.4457659135800071,0.3920326078505801,0.1622014785694128
656302,Dylan,Cease,TOR,640,R,0.1727215913688494,0.7259226027089527,0.7407603527594497,3.4414961587051356,5.7448099517341165,0.5122481940785212,0.4363411105072355,0.449196132923363,0.11446275656940146
669371,Cole,Henry,WSH,70,R,0.1726906779661017,0.7257926783746333,0.8965106543282407,3.289523809523809,6.952698412698412,0.9393650793650793,0.3567263056092843,0.17327369439071566,0.0
605483,Blake,Snell,LAD,130,L,0.17183389074693423,0.7221917318851026,0.579558463440529,3.344635989010989,4.494642857142857,0.0,0.5078536707501482,0.3347244377828176,0.15742189146703414
656212,Charlie,Barnes,LAD,63,L,0.1715844155844156,0.7211432256858976,0.7866537948252521,3.3788471177944865,6.100726817042606,0.7137593984962405,0.2771615606179628,0.15875621890547262,0.09408222047656453
682120,Tim,Herrin,CLE,202,L,0.17150937884952777,0.7208278576913298,0.7505085874847605,3.406892257548736,5.820410320535159,0.4434388004017793,0.47434143786631144,0.5242434677940659,0.0014150943396226414
700669,Gordon,Graceffo,STL,283,R,0.1714592085378992,0.7206169994951571,0.6490838481970297,3.422681361337893,5.033832246476969,0.15056750539521427,0.5091861763568701,0.3458701435061483,0.14494368013698156
687223,Carson,Palmquist,WSH,76,L,0.17123076923076924,0.7196569037996591,0.5539174581303754,3.2218421052631587,4.29578947368421,0.15342105263157893,0.3081789137380192,0.22182108626198083,0.0
683627,Anthony,Molina,SF,74,R,0.16895885114609224,0.7101083773178233,0.8380128525662279,3.573176950535441,6.499031106578276,0.8486996430392657,0.5349879309277712,0.2492727610323699,0.21573930803985888
