key_mlbam,name,metric,age,value,n_comparables,n_with_next_season,projected_value_mean,projected_value_p25,projected_value_p75
545121,Ildemaro Vargas,OBP,34,0.3185840707964602,25.0,15.0,0.3252413726962215,0.30900138738086624,0.340819783197832
545121,Ildemaro Vargas,SLG,34,0.4106583072100313,25.0,15.0,0.4267457266542721,0.368899007469559,0.48103462239319705
545121,Ildemaro Vargas,OPS,34,0.7292423780064915,25.0,15.0,0.7302705700071648,0.6802178513156466,0.7923295867764606
545361,Mike Trout,AVG,34,0.24471299093655588,25.0,16.0,0.2502617103365117,0.22540933528836754,0.2720829246489453
545361,Mike Trout,OBP,34,0.37965260545905705,25.0,20.0,0.3648506642208485,0.34548135905958255,0.38419819147171064
545361,Mike Trout,SLG,34,0.4561933534743202,25.0,18.0,0.421525650488216,0.3856432360742706,0.46497590918091214
545361,Mike Trout,OPS,34,0.8358459589333773,25.0,22.0,0.7982503659424812,0.7399057263494095,0.8525151639135908
547180,Bryce Harper,AVG,33,0.2544529262086514,25.0,17.0,0.2687936222109984,0.2510460251046025,0.2862595419847328
547180,Bryce Harper,OBP,33,0.36026200873362446,25.0,20.0,0.3458326193338843,0.3254202737167283,0.37046070460704605
547180,Bryce Harper,SLG,33,0.4910941475826972,25.0,13.0,0.42483400610768335,0.38961038961038963,0.4631268436578171
547180,Bryce Harper,OPS,33,0.8513561563163217,25.0,21.0,0.796162894016145,0.7292565495723278,0.865897976482862
553993,Eugenio Suárez,AVG,34,0.20069204152249134,25.0,7.0,0.2267039272669887,0.20897040232022013,0.2379329703758829
553993,Eugenio Suárez,OBP,34,0.27358490566037735,25.0,10.0,0.2818995950340861,0.26485915130953297,0.29973912161618704
553993,Eugenio Suárez,SLG,34,0.3875432525951557,25.0,13.0,0.3995257673392689,0.36980306345733044,0.43202416918429004
553993,Eugenio Suárez,OPS,34,0.6611281582555331,25.0,14.0,0.6610447788293582,0.6133492497172467,0.7197858449762131
571448,Nolan Arenado,AVG,35,0.24444444444444444,25.0,16.0,0.26379766757106277,0.24972753786328283,0.2883476530265521
571448,Nolan Arenado,OBP,35,0.32169576059850374,25.0,18.0,0.3189102222754055,0.29804020883659316,0.3264746323942081
571448,Nolan Arenado,SLG,35,0.425,25.0,17.0,0.3928586546085817,0.36065573770491804,0.40301003344481606
571448,Nolan Arenado,OPS,35,0.7466957605985037,25.0,14.0,0.7337779205804044,0.6921735313447063,0.7762341725723054
